,Unnamed: 0,mea_ddhr,tem_in,hum_in,tem_coil,tem_out,hum_out,cond,loc,time_period,tem_diff,ran
138012,138012,2018-07-10 15:30,27.83,76.53,25.21,28.22,72.47,0.0,3,2018-07-10 15:00:00,2.619999999999997,True
138013,138013,2018-07-10 15:40,27.92,76.25,25.17,28.25,72.8,0.0,3,2018-07-10 15:00:00,2.75,True
138014,138014,2018-07-10 15:50,27.8,77.63,25.32,28.38,72.62,0.0,3,2018-07-10 15:00:00,2.4800000000000004,True
138015,138015,2018-07-10 16:00,27.92,76.71,25.25,28.38,72.56,0.0,3,2018-07-10 16:00:00,2.6700000000000017,True
138016,138016,2018-07-10 16:10,27.95,76.95,25.17,28.28,73.11,0.0,3,2018-07-10 16:00:00,2.7799999999999976,True
138017,138017,2018-07-10 16:20,27.86,77.01,25.4,28.44,72.16,0.0,3,2018-07-10 16:00:00,2.460000000000001,True
138018,138018,2018-07-10 16:30,27.95,76.13,25.25,28.5,71.76,0.0,3,2018-07-10 16:00:00,2.6999999999999997,True
138019,138019,2018-07-10 16:40,28.01,76.59,25.21,28.59,71.09,0.0,3,2018-07-10 16:00:00,2.8000000000000007,True
138020,138020,2018-07-10 16:50,27.95,76.43,25.21,28.62,69.87,0.0,3,2018-07-10 16:00:00,2.7399999999999984,True
138021,138021,2018-07-10 17:00,28.01,76.04,25.36,28.53,69.51,0.0,3,2018-07-10 17:00:00,2.650000000000002,True
138022,138022,2018-07-10 17:10,28.04,75.7,25.29,28.56,69.57,0.0,3,2018-07-10 17:00:00,2.75,True
138023,138023,2018-07-10 17:20,28.04,75.46,25.21,28.59,68.16,0.0,3,2018-07-10 17:00:00,2.8299999999999983,True
138024,138024,2018-07-10 17:30,28.04,74.42,25.29,28.68,67.67,0.0,3,2018-07-10 17:00:00,2.75,True
138025,138025,2018-07-10 17:40,28.04,73.9,25.44,28.56,67.34,0.0,3,2018-07-10 17:00:00,2.599999999999998,True
138026,138026,2018-07-10 17:50,28.16,73.44,25.32,28.47,67.0,0.0,3,2018-07-10 17:00:00,2.84,True
138035,138035,2018-07-10 19:20,28.01,73.66,25.4,27.77,70.54,0.0,3,2018-07-10 19:00:00,2.610000000000003,True
138037,138037,2018-07-10 19:40,27.98,73.93,25.4,27.8,71.92,0.0,3,2018-07-10 19:00:00,2.5800000000000023,True
138038,138038,2018-07-10 19:50,27.92,74.45,25.36,27.74,73.66,0.0,3,2018-07-10 19:00:00,2.5600000000000023,True
138039,138039,2018-07-10 20:00,27.89,75.03,25.44,27.22,76.74,0.0,3,2018-07-10 20:00:00,2.4499999999999997,True
138040,138040,2018-07-10 20:10,27.74,77.14,25.55,27.0,78.24,0.0,3,2018-07-10 20:00:00,2.1899999999999977,True
138041,138041,2018-07-10 20:20,27.7,77.5,25.48,26.85,80.4,0.0,3,2018-07-10 20:00:00,2.2199999999999993,True
138042,138042,2018-07-10 20:30,27.77,77.5,25.48,26.88,79.98,0.0,3,2018-07-10 20:00:00,2.289999999999999,True
138043,138043,2018-07-10 20:40,27.64,78.88,25.55,26.76,79.43,0.0,3,2018-07-10 20:00:00,2.09,True
138044,138044,2018-07-10 20:50,27.49,79.4,25.51,26.67,79.64,0.0,3,2018-07-10 20:00:00,1.9799999999999969,True
138045,138045,2018-07-10 21:00,27.55,78.36,25.4,26.67,79.95,0.0,3,2018-07-10 21:00:00,2.150000000000002,True
138046,138046,2018-07-10 21:10,27.49,78.97,25.48,26.54,80.53,0.0,3,2018-07-10 21:00:00,2.009999999999998,True
138047,138047,2018-07-10 21:20,27.46,78.85,25.36,26.24,81.32,0.0,3,2018-07-10 21:00:00,2.1000000000000014,True
138048,138048,2018-07-10 21:30,27.46,79.27,25.48,26.06,82.26,0.0,3,2018-07-10 21:00:00,1.9800000000000004,True
138049,138049,2018-07-10 21:40,27.28,80.13,25.48,25.93,83.09,0.0,3,2018-07-10 21:00:00,1.8000000000000007,True
138050,138050,2018-07-10 21:50,27.31,79.79,25.59,25.93,83.27,0.0,3,2018-07-10 21:00:00,1.7199999999999989,True
138051,138051,2018-07-10 22:00,27.25,79.98,25.4,25.84,83.0,0.0,3,2018-07-10 22:00:00,1.8500000000000012,True
138052,138052,2018-07-10 22:10,27.22,79.79,25.48,26.0,82.2,0.0,3,2018-07-10 22:00:00,1.7399999999999984,True
138053,138053,2018-07-10 22:20,27.22,79.7,25.44,26.03,81.78,0.0,3,2018-07-10 22:00:00,1.7799999999999976,True
138054,138054,2018-07-10 22:30,27.09,80.19,25.51,25.9,82.69,0.0,3,2018-07-10 22:00:00,1.5799999999999983,True
138055,138055,2018-07-10 22:40,27.09,80.22,25.48,25.84,82.54,0.0,3,2018-07-10 22:00:00,1.6099999999999994,True
138056,138056,2018-07-10 22:50,27.09,80.19,25.4,25.9,82.36,0.0,3,2018-07-10 22:00:00,1.6900000000000013,True
138057,138057,2018-07-10 23:00,27.06,80.13,25.4,25.93,82.05,0.0,3,2018-07-10 23:00:00,1.66,True
138058,138058,2018-07-10 23:10,27.03,80.28,25.4,25.87,82.3,0.0,3,2018-07-10 23:00:00,1.6300000000000026,True
138059,138059,2018-07-10 23:20,27.0,80.62,25.55,25.81,82.91,0.0,3,2018-07-10 23:00:00,1.4499999999999993,True
138060,138060,2018-07-10 23:30,26.91,80.89,25.48,25.81,83.73,0.0,3,2018-07-10 23:00:00,1.4299999999999995,True
138061,138061,2018-07-10 23:40,26.91,80.07,25.32,25.69,84.0,0.0,3,2018-07-10 23:00:00,1.59,True
138062,138062,2018-07-11 0:00,26.85,81.38,25.44,25.66,84.43,0.0,3,2018-07-11 00:00:00,1.41,True
138063,138063,2018-07-11 0:10,26.91,81.38,25.59,25.66,84.52,0.0,3,2018-07-11 00:00:00,1.3200000000000005,True
138064,138064,2018-07-11 0:20,26.91,81.68,25.48,25.6,84.83,0.0,3,2018-07-11 00:00:00,1.4299999999999995,True
138065,138065,2018-07-11 0:30,26.91,81.14,25.44,25.6,85.1,0.0,3,2018-07-11 00:00:00,1.4699999999999989,True
138066,138066,2018-07-11 0:40,26.91,80.83,25.48,25.6,85.1,0.0,3,2018-07-11 00:00:00,1.4299999999999995,True
138067,138067,2018-07-11 0:50,26.82,82.08,25.44,25.63,85.01,0.0,3,2018-07-11 00:00:00,1.379999999999999,True
138068,138068,2018-07-11 1:00,26.88,81.81,25.51,25.72,84.77,0.0,3,2018-07-11 01:00:00,1.3699999999999974,True
138069,138069,2018-07-11 1:10,26.85,81.78,25.51,25.75,84.37,0.0,3,2018-07-11 01:00:00,1.34,True
138070,138070,2018-07-11 1:20,26.88,81.87,25.44,25.72,84.4,0.0,3,2018-07-11 01:00:00,1.4399999999999975,True
138071,138071,2018-07-11 1:30,26.88,81.23,25.51,25.78,84.16,0.0,3,2018-07-11 01:00:00,1.3699999999999974,True
138072,138072,2018-07-11 1:40,26.82,81.93,25.55,25.75,83.91,0.0,3,2018-07-11 01:00:00,1.2699999999999996,True
138073,138073,2018-07-11 1:50,26.85,81.56,25.63,25.69,83.76,0.0,3,2018-07-11 01:00:00,1.2200000000000024,True
138074,138074,2018-07-11 2:00,26.79,81.44,25.51,25.72,83.85,0.0,3,2018-07-11 02:00:00,1.2799999999999976,True
138075,138075,2018-07-11 2:10,26.82,81.78,25.55,25.63,83.88,0.0,3,2018-07-11 02:00:00,1.2699999999999996,True
138076,138076,2018-07-11 2:20,26.82,80.59,25.59,25.6,83.97,0.0,3,2018-07-11 02:00:00,1.2300000000000004,True
138077,138077,2018-07-11 2:30,26.76,81.04,25.48,25.54,84.07,0.0,3,2018-07-11 02:00:00,1.2800000000000011,True
138078,138078,2018-07-11 2:40,26.73,81.84,25.59,25.54,84.1,0.0,3,2018-07-11 02:00:00,1.1400000000000006,True
138079,138079,2018-07-11 2:50,26.79,81.29,25.59,25.57,83.97,0.0,3,2018-07-11 02:00:00,1.1999999999999993,True
138080,138080,2018-07-11 3:00,26.67,81.29,25.55,25.54,83.91,0.0,3,2018-07-11 03:00:00,1.120000000000001,True
138081,138081,2018-07-11 3:10,26.67,81.84,25.55,25.51,83.85,0.0,3,2018-07-11 03:00:00,1.120000000000001,True
138082,138082,2018-07-11 3:20,26.67,81.26,25.59,25.51,83.88,0.0,3,2018-07-11 03:00:00,1.0800000000000018,True
138083,138083,2018-07-11 3:30,26.61,80.92,25.55,25.48,83.67,0.0,3,2018-07-11 03:00:00,1.0599999999999987,True
138084,138084,2018-07-11 3:40,26.58,81.29,25.48,25.42,83.7,0.0,3,2018-07-11 03:00:00,1.099999999999998,True
138085,138085,2018-07-11 3:50,26.7,81.62,25.55,25.45,83.82,0.0,3,2018-07-11 03:00:00,1.1499999999999986,True
138086,138086,2018-07-11 4:00,26.58,81.44,25.55,25.42,83.91,0.0,3,2018-07-11 04:00:00,1.0299999999999976,True
138087,138087,2018-07-11 4:10,26.64,81.59,25.59,25.42,83.67,0.0,3,2018-07-11 04:00:00,1.0500000000000007,True
138088,138088,2018-07-11 4:20,26.51,81.44,25.59,25.38,84.19,0.0,3,2018-07-11 04:00:00,0.9200000000000016,True
138089,138089,2018-07-11 4:30,26.48,82.2,25.44,25.29,84.71,0.0,3,2018-07-11 04:00:00,1.0399999999999991,True
138090,138090,2018-07-11 4:40,26.51,82.17,25.51,25.23,85.04,0.0,3,2018-07-11 04:00:00,1.0,True
138091,138091,2018-07-11 4:50,26.51,82.08,25.51,25.11,85.04,0.0,3,2018-07-11 04:00:00,1.0,True
138092,138092,2018-07-11 5:00,26.48,81.81,25.51,25.2,84.28,0.0,3,2018-07-11 05:00:00,0.9699999999999988,True
138093,138093,2018-07-11 5:10,26.51,81.53,25.63,25.29,83.64,0.0,3,2018-07-11 05:00:00,0.8800000000000026,True
138094,138094,2018-07-11 5:20,26.51,81.59,25.48,25.26,83.55,0.0,3,2018-07-11 05:00:00,1.0300000000000011,True
138095,138095,2018-07-11 5:30,26.48,81.07,25.55,25.26,83.52,0.0,3,2018-07-11 05:00:00,0.9299999999999996,True
138096,138096,2018-07-11 5:40,26.42,80.98,25.55,25.26,83.58,0.0,3,2018-07-11 05:00:00,0.870000000000001,True
138097,138097,2018-07-11 5:50,26.42,81.44,25.59,25.32,83.15,0.0,3,2018-07-11 05:00:00,0.8300000000000018,True
138098,138098,2018-07-11 6:00,26.42,81.81,25.59,25.23,84.04,0.0,3,2018-07-11 06:00:00,0.8300000000000018,True
138099,138099,2018-07-11 6:10,26.33,82.33,25.51,25.11,84.8,0.0,3,2018-07-11 06:00:00,0.8199999999999967,True
138100,138100,2018-07-11 6:20,26.36,82.54,25.44,25.08,84.92,0.0,3,2018-07-11 06:00:00,0.9199999999999982,True
138101,138101,2018-07-11 6:30,26.27,82.45,25.51,25.2,84.55,0.0,3,2018-07-11 06:00:00,0.7599999999999979,True
138102,138102,2018-07-11 6:40,26.36,82.23,25.48,25.29,84.16,0.0,3,2018-07-11 06:00:00,0.879999999999999,True
138103,138103,2018-07-11 6:50,26.33,82.3,25.48,25.42,84.07,0.0,3,2018-07-11 06:00:00,0.8499999999999979,True
138104,138104,2018-07-11 7:00,26.33,82.48,25.55,25.51,83.67,0.0,3,2018-07-11 07:00:00,0.7799999999999976,True
138105,138105,2018-07-11 7:10,26.36,82.39,25.55,25.48,84.07,0.0,3,2018-07-11 07:00:00,0.8099999999999987,True
138106,138106,2018-07-11 7:20,26.39,82.94,25.55,25.54,84.68,0.0,3,2018-07-11 07:00:00,0.8399999999999999,True
138107,138107,2018-07-11 7:30,26.36,82.54,25.51,25.57,84.31,0.0,3,2018-07-11 07:00:00,0.8499999999999979,True
138108,138108,2018-07-11 7:40,26.42,81.93,25.44,25.54,83.55,0.0,3,2018-07-11 07:00:00,0.9800000000000004,True
138109,138109,2018-07-11 7:50,26.48,82.42,25.51,25.63,83.39,0.0,3,2018-07-11 07:00:00,0.9699999999999988,True
138110,138110,2018-07-11 8:00,26.58,82.08,25.51,25.69,83.64,0.0,3,2018-07-11 08:00:00,1.0699999999999967,True
138111,138111,2018-07-11 8:10,26.61,82.33,25.59,25.69,83.73,0.0,3,2018-07-11 08:00:00,1.0199999999999996,True
138112,138112,2018-07-11 8:20,26.67,82.36,25.59,26.09,83.24,0.0,3,2018-07-11 08:00:00,1.0800000000000018,True
138113,138113,2018-07-11 8:30,26.76,82.51,25.59,26.39,81.44,0.0,3,2018-07-11 08:00:00,1.1700000000000017,True
138114,138114,2018-07-11 8:40,26.85,82.23,25.63,26.64,80.89,0.0,3,2018-07-11 08:00:00,1.2200000000000024,True
138115,138115,2018-07-11 8:50,26.94,82.17,25.74,26.88,80.07,0.0,3,2018-07-11 08:00:00,1.2000000000000028,True
138116,138116,2018-07-11 9:00,27.03,81.87,25.71,27.55,79.27,0.0,3,2018-07-11 09:00:00,1.3200000000000005,True
138117,138117,2018-07-11 9:10,27.25,81.62,25.74,28.25,75.61,0.0,3,2018-07-11 09:00:00,1.5100000000000016,True
138118,138118,2018-07-11 9:20,27.4,81.11,25.82,29.44,71.46,0.0,3,2018-07-11 09:00:00,1.5799999999999983,True
138119,138119,2018-07-11 9:30,27.58,79.95,25.86,29.81,67.74,0.0,3,2018-07-11 09:00:00,1.7199999999999989,True
138120,138120,2018-07-11 9:40,27.8,79.58,25.71,30.27,68.28,0.0,3,2018-07-11 09:00:00,2.09,True
138121,138121,2018-07-11 9:50,27.92,78.91,26.01,31.09,65.11,0.0,3,2018-07-11 09:00:00,1.91,True
138122,138122,2018-07-11 10:00,28.22,77.47,25.97,32.8,58.46,0.0,3,2018-07-11 10:00:00,2.25,True
138123,138123,2018-07-11 10:10,28.62,75.34,26.05,33.66,54.06,0.0,3,2018-07-11 10:00:00,2.5700000000000003,True
138124,138124,2018-07-11 10:20,28.83,74.15,26.01,32.62,55.4,0.0,3,2018-07-11 10:00:00,2.8199999999999967,True
138125,138125,2018-07-11 10:30,29.11,72.28,26.12,33.93,51.83,0.0,3,2018-07-11 10:00:00,2.9899999999999984,True
144961,144961,2018-08-27 22:10,26.21,82.11,25.67,24.16,86.94,0.0,3,2018-08-27 22:00:00,0.5399999999999991,True
144962,144962,2018-08-27 22:20,26.12,82.6,25.71,24.1,87.7,0.0,3,2018-08-27 22:00:00,0.41000000000000014,True
144963,144963,2018-08-27 22:30,26.06,83.12,25.74,24.04,88.28,0.0,3,2018-08-27 22:00:00,0.3200000000000003,True
144964,144964,2018-08-27 22:40,26.09,83.21,25.71,23.98,88.52,0.0,3,2018-08-27 22:00:00,0.37999999999999895,True
144965,144965,2018-08-27 22:50,26.03,83.03,25.71,24.01,89.01,0.0,3,2018-08-27 22:00:00,0.3200000000000003,True
144966,144966,2018-08-27 23:00,26.06,83.33,25.67,23.95,89.26,0.0,3,2018-08-27 23:00:00,0.389999999999997,True
144967,144967,2018-08-27 23:10,26.15,82.3,25.71,24.04,89.5,0.0,3,2018-08-27 23:00:00,0.4399999999999977,True
144968,144968,2018-08-27 23:20,26.06,83.36,25.74,23.95,89.65,0.0,3,2018-08-27 23:00:00,0.3200000000000003,True
144969,144969,2018-08-27 23:30,26.06,83.49,25.67,23.92,89.8,0.0,3,2018-08-27 23:00:00,0.389999999999997,True
144971,144971,2018-08-27 23:50,26.03,83.58,25.67,23.83,90.08,0.0,3,2018-08-27 23:00:00,0.35999999999999943,True
144972,144972,2018-08-28 0:00,25.96,83.82,25.67,23.86,90.17,0.0,3,2018-08-28 00:00:00,0.28999999999999915,True
144973,144973,2018-08-28 0:10,26.0,83.73,25.67,23.8,90.17,0.0,3,2018-08-28 00:00:00,0.3299999999999983,True
144974,144974,2018-08-28 0:20,25.84,83.73,25.71,23.83,90.32,0.0,3,2018-08-28 00:00:00,0.129999999999999,True
144975,144975,2018-08-28 0:30,25.93,83.42,25.74,23.8,90.35,0.0,3,2018-08-28 00:00:00,0.19000000000000128,True
144976,144976,2018-08-28 0:40,25.96,83.82,25.67,23.83,90.32,0.0,3,2018-08-28 00:00:00,0.28999999999999915,True
144977,144977,2018-08-28 0:50,26.0,83.91,25.67,23.95,90.42,0.0,3,2018-08-28 00:00:00,0.3299999999999983,True
144978,144978,2018-08-28 1:00,25.96,84.04,25.71,23.89,90.48,0.0,3,2018-08-28 01:00:00,0.25,True
144979,144979,2018-08-28 1:10,25.84,83.79,25.67,23.86,90.48,0.0,3,2018-08-28 01:00:00,0.16999999999999815,True
144980,144980,2018-08-28 1:20,25.93,84.4,25.74,23.89,90.63,0.0,3,2018-08-28 01:00:00,0.19000000000000128,True
144981,144981,2018-08-28 1:30,25.93,84.37,25.63,23.89,90.57,0.0,3,2018-08-28 01:00:00,0.3000000000000007,True
144982,144982,2018-08-28 1:40,25.87,84.37,25.67,23.8,90.54,0.0,3,2018-08-28 01:00:00,0.1999999999999993,True
144983,144983,2018-08-28 1:50,25.87,84.46,25.71,23.77,90.69,0.0,3,2018-08-28 01:00:00,0.16000000000000014,True
144984,144984,2018-08-28 2:00,25.87,84.4,25.67,23.8,90.81,0.0,3,2018-08-28 02:00:00,0.1999999999999993,True
144985,144985,2018-08-28 2:10,25.84,84.95,25.67,23.77,90.84,0.0,3,2018-08-28 02:00:00,0.16999999999999815,True
144986,144986,2018-08-28 2:20,25.96,84.19,25.71,23.83,91.48,0.0,3,2018-08-28 02:00:00,0.25,True
144987,144987,2018-08-28 2:30,25.96,84.49,25.74,24.01,91.67,0.0,3,2018-08-28 02:00:00,0.2200000000000024,True
144988,144988,2018-08-28 2:40,25.9,84.86,25.71,23.8,91.21,0.0,3,2018-08-28 02:00:00,0.18999999999999773,True
144989,144989,2018-08-28 2:50,25.81,84.04,25.71,23.74,91.54,0.0,3,2018-08-28 02:00:00,0.09999999999999787,True
144990,144990,2018-08-28 3:00,25.78,84.62,25.67,23.74,91.67,0.0,3,2018-08-28 03:00:00,0.10999999999999943,True
144991,144991,2018-08-28 3:10,25.81,84.74,25.67,23.68,91.82,0.0,3,2018-08-28 03:00:00,0.13999999999999702,True
144992,144992,2018-08-28 3:20,25.72,85.41,25.71,23.71,92.19,0.0,3,2018-08-28 03:00:00,0.009999999999998009,True
144993,144993,2018-08-28 3:30,25.84,84.52,25.67,23.68,92.25,0.0,3,2018-08-28 03:00:00,0.16999999999999815,True
144994,144994,2018-08-28 3:40,25.84,84.19,25.67,23.61,92.28,0.0,3,2018-08-28 03:00:00,0.16999999999999815,True
144995,144995,2018-08-28 3:50,25.78,84.16,25.63,23.77,92.34,0.0,3,2018-08-28 03:00:00,0.15000000000000213,True
144997,144997,2018-08-28 4:10,25.81,84.95,25.71,23.74,92.19,0.0,3,2018-08-28 04:00:00,0.09999999999999787,True
144998,144998,2018-08-28 4:20,25.72,85.04,25.63,23.71,92.12,0.0,3,2018-08-28 04:00:00,0.08999999999999986,True
144999,144999,2018-08-28 4:30,25.81,83.94,25.74,23.74,92.12,0.0,3,2018-08-28 04:00:00,0.07000000000000027,True
145000,145000,2018-08-28 4:40,25.78,84.95,25.63,23.8,91.94,0.0,3,2018-08-28 04:00:00,0.15000000000000213,True
145001,145001,2018-08-28 4:50,25.75,84.55,25.63,23.8,91.67,0.0,3,2018-08-28 04:00:00,0.12000000000000098,True
145002,145002,2018-08-28 5:00,25.72,85.47,25.63,23.83,91.61,0.0,3,2018-08-28 05:00:00,0.08999999999999986,True
145003,145003,2018-08-28 5:10,25.84,83.7,25.74,23.86,91.79,0.0,3,2018-08-28 05:00:00,0.10000000000000142,True
145004,145004,2018-08-28 5:20,25.96,84.46,25.71,23.83,91.82,0.0,3,2018-08-28 05:00:00,0.25,True
145005,145005,2018-08-28 5:30,25.81,84.62,25.74,23.77,91.94,0.0,3,2018-08-28 05:00:00,0.07000000000000027,True
145006,145006,2018-08-28 5:40,25.84,84.95,25.59,23.77,92.0,0.0,3,2018-08-28 05:00:00,0.25,True
145007,145007,2018-08-28 5:50,25.87,84.25,25.59,23.74,92.06,0.0,3,2018-08-28 05:00:00,0.28000000000000114,True
145008,145008,2018-08-28 6:00,25.87,85.04,25.71,23.74,92.12,0.0,3,2018-08-28 06:00:00,0.16000000000000014,True
145009,145009,2018-08-28 6:10,25.78,85.2,25.67,23.77,92.19,0.0,3,2018-08-28 06:00:00,0.10999999999999943,True
145010,145010,2018-08-28 6:20,25.9,85.01,25.71,23.77,92.22,0.0,3,2018-08-28 06:00:00,0.18999999999999773,True
145011,145011,2018-08-28 6:30,25.87,85.01,25.63,23.71,92.09,0.0,3,2018-08-28 06:00:00,0.24000000000000196,True
145012,145012,2018-08-28 6:40,25.9,85.04,25.59,23.8,92.03,0.0,3,2018-08-28 06:00:00,0.3099999999999987,True
145013,145013,2018-08-28 6:50,25.93,83.36,25.67,23.86,92.0,0.0,3,2018-08-28 06:00:00,0.259999999999998,True
145014,145014,2018-08-28 7:00,25.93,84.62,25.74,23.89,92.09,0.0,3,2018-08-28 07:00:00,0.19000000000000128,True
145015,145015,2018-08-28 7:10,25.9,85.41,25.63,24.01,92.03,0.0,3,2018-08-28 07:00:00,0.2699999999999996,True
145016,145016,2018-08-28 7:20,25.87,85.78,25.67,24.19,91.48,0.0,3,2018-08-28 07:00:00,0.1999999999999993,True
145017,145017,2018-08-28 7:30,25.93,85.23,25.67,24.32,91.18,0.0,3,2018-08-28 07:00:00,0.259999999999998,True
145018,145018,2018-08-28 7:40,26.0,85.96,25.74,24.38,90.75,0.0,3,2018-08-28 07:00:00,0.2600000000000016,True
145019,145019,2018-08-28 7:50,26.03,86.23,25.74,24.35,91.76,0.0,3,2018-08-28 07:00:00,0.2900000000000027,True
145020,145020,2018-08-28 8:00,26.0,86.72,25.63,24.5,91.0,0.0,3,2018-08-28 08:00:00,0.37000000000000105,True
145021,145021,2018-08-28 8:10,26.0,86.87,25.71,24.44,90.96,0.0,3,2018-08-28 08:00:00,0.28999999999999915,True
145022,145022,2018-08-28 8:20,26.09,86.02,25.67,24.5,90.72,0.0,3,2018-08-28 08:00:00,0.41999999999999815,True
145023,145023,2018-08-28 8:30,26.06,86.32,25.74,24.47,90.57,0.0,3,2018-08-28 08:00:00,0.3200000000000003,True
145024,145024,2018-08-28 8:40,26.12,86.2,25.78,24.44,90.45,0.0,3,2018-08-28 08:00:00,0.33999999999999986,True
145025,145025,2018-08-28 8:50,26.09,86.29,25.71,24.44,90.38,0.0,3,2018-08-28 08:00:00,0.37999999999999895,True
145026,145026,2018-08-28 9:00,26.15,86.08,25.74,24.56,90.54,0.0,3,2018-08-28 09:00:00,0.41000000000000014,True
145027,145027,2018-08-28 9:10,26.09,86.94,25.71,24.65,91.91,0.0,3,2018-08-28 09:00:00,0.37999999999999895,True
145028,145028,2018-08-28 9:20,26.27,86.48,25.63,24.9,91.88,0.0,3,2018-08-28 09:00:00,0.6400000000000006,True
145029,145029,2018-08-28 9:30,26.24,86.51,25.82,25.02,91.3,0.0,3,2018-08-28 09:00:00,0.41999999999999815,True
145030,145030,2018-08-28 9:40,26.27,86.36,25.82,25.11,90.66,0.0,3,2018-08-28 09:00:00,0.4499999999999993,True
145031,145031,2018-08-28 9:50,26.42,85.99,25.74,25.11,90.14,0.0,3,2018-08-28 09:00:00,0.6800000000000033,True
145032,145032,2018-08-28 10:00,26.42,86.11,25.82,25.17,89.5,0.0,3,2018-08-28 10:00:00,0.6000000000000014,True
145033,145033,2018-08-28 10:10,26.39,84.37,25.86,25.32,89.5,0.0,3,2018-08-28 10:00:00,0.5300000000000011,True
145034,145034,2018-08-28 10:20,26.58,85.9,25.78,25.32,89.07,0.0,3,2018-08-28 10:00:00,0.7999999999999972,True
145035,145035,2018-08-28 10:30,26.48,86.26,25.82,25.48,89.04,0.0,3,2018-08-28 10:00:00,0.6600000000000001,True
145036,145036,2018-08-28 10:40,26.7,86.14,25.86,25.81,88.86,0.0,3,2018-08-28 10:00:00,0.8399999999999999,True
145037,145037,2018-08-28 10:50,26.82,85.93,25.86,25.96,87.61,0.0,3,2018-08-28 10:00:00,0.9600000000000009,True
145038,145038,2018-08-28 11:00,26.85,84.74,25.82,26.15,87.03,0.0,3,2018-08-28 11:00:00,1.0300000000000011,True
145039,145039,2018-08-28 11:10,26.97,85.9,25.82,26.54,86.23,0.0,3,2018-08-28 11:00:00,1.1499999999999986,True
145040,145040,2018-08-28 11:20,27.12,85.5,25.86,26.97,83.97,0.0,3,2018-08-28 11:00:00,1.2600000000000016,True
145041,145041,2018-08-28 11:30,27.25,85.01,25.97,27.22,82.26,0.0,3,2018-08-28 11:00:00,1.2800000000000011,True
145042,145042,2018-08-28 11:40,27.34,84.83,26.05,27.28,81.38,0.0,3,2018-08-28 11:00:00,1.2899999999999991,True
145043,145043,2018-08-28 11:50,27.49,84.25,25.93,27.67,80.83,0.0,3,2018-08-28 11:00:00,1.5599999999999987,True
145044,145044,2018-08-28 12:00,27.58,83.91,25.86,27.7,78.63,0.0,3,2018-08-28 12:00:00,1.7199999999999989,True
145045,145045,2018-08-28 12:10,27.61,83.67,25.86,28.04,78.27,0.0,3,2018-08-28 12:00:00,1.75,True
145046,145046,2018-08-28 12:20,27.74,83.0,25.97,27.31,78.94,0.0,3,2018-08-28 12:00:00,1.7699999999999996,True
145047,145047,2018-08-28 12:30,27.64,83.12,26.05,26.39,81.9,0.0,3,2018-08-28 12:00:00,1.59,True
145048,145048,2018-08-28 12:40,27.58,83.21,26.05,26.18,84.4,0.0,3,2018-08-28 12:00:00,1.5299999999999976,True
145049,145049,2018-08-28 12:50,27.61,83.09,26.01,26.09,86.2,0.0,3,2018-08-28 12:00:00,1.599999999999998,True
145050,145050,2018-08-28 13:00,27.52,83.33,25.86,25.93,86.57,0.0,3,2018-08-28 13:00:00,1.66,True
145051,145051,2018-08-28 13:10,27.52,83.39,26.01,25.78,87.73,0.0,3,2018-08-28 13:00:00,1.509999999999998,True
145052,145052,2018-08-28 13:20,27.37,83.91,25.93,25.38,87.64,0.0,3,2018-08-28 13:00:00,1.4400000000000013,True
145053,145053,2018-08-28 13:30,27.37,83.67,25.97,25.66,88.34,0.0,3,2018-08-28 13:00:00,1.400000000000002,True
145054,145054,2018-08-28 13:40,27.46,84.07,25.9,26.18,87.55,0.0,3,2018-08-28 13:00:00,1.5600000000000025,True
145055,145055,2018-08-28 13:50,27.64,84.16,26.16,26.82,85.9,0.0,3,2018-08-28 13:00:00,1.4800000000000004,True
145056,145056,2018-08-28 14:00,27.55,84.34,26.28,26.79,85.32,0.0,3,2018-08-28 14:00:00,1.2699999999999996,True
145057,145057,2018-08-28 14:10,27.37,86.81,25.97,26.85,86.05,1.0,3,2018-08-28 14:00:00,1.400000000000002,True
145058,145058,2018-08-28 14:20,27.64,84.89,26.24,27.43,84.34,0.0,3,2018-08-28 14:00:00,1.400000000000002,True
145059,145059,2018-08-28 14:30,27.7,84.8,26.16,27.77,81.75,0.0,3,2018-08-28 14:00:00,1.5399999999999991,True
145060,145060,2018-08-28 14:40,27.89,84.34,25.93,28.38,79.43,1.0,3,2018-08-28 14:00:00,1.9600000000000009,True
145061,145061,2018-08-28 14:50,28.01,83.94,26.01,28.38,77.38,1.0,3,2018-08-28 14:00:00,2.0,True
145062,145062,2018-08-28 15:00,28.04,83.91,26.05,28.35,77.66,1.0,3,2018-08-28 15:00:00,1.9899999999999984,True
145063,145063,2018-08-28 15:10,28.13,83.33,26.16,28.16,76.47,0.0,3,2018-08-28 15:00:00,1.9699999999999989,True
145064,145064,2018-08-28 15:20,28.13,82.72,26.12,28.01,77.08,0.0,3,2018-08-28 15:00:00,2.009999999999998,True
145065,145065,2018-08-28 15:30,28.16,80.04,26.32,27.74,77.11,0.0,3,2018-08-28 15:00:00,1.84,True
145066,145066,2018-08-28 15:40,28.13,79.98,26.43,27.92,77.56,0.0,3,2018-08-28 15:00:00,1.6999999999999993,True
145067,145067,2018-08-28 15:50,28.22,81.17,26.35,28.04,76.34,0.0,3,2018-08-28 15:00:00,1.8699999999999972,True
